ADDRESS,VACANT AS OF,WARD,DWELLING TYPE,DISTRICT,SALE REVIEW CATEGORY,CENSUS TRACT,MAP LOCATION
675 MAGNOLIA AVE E,05/11/2010 12:00:00 AM,6,Duplex,5,2,31000,"675 MAGNOLIA AVE E
St Paul, MN
(44.973867, -93.071983)"
786 MAGNOLIA AVE E,02/20/2013 12:00:00 AM,6,Single Family Residential,5,2,31000,"786 MAGNOLIA AVE E
St Paul, MN
(44.97389, -93.067275)"
792 MAGNOLIA AVE E,02/01/2010 12:00:00 AM,6,Single Family Residential,5,2,31000,"792 MAGNOLIA AVE E
St Paul, MN
(44.973895, -93.066981)"
925 MAGNOLIA AVE E,06/29/2010 12:00:00 AM,6,Duplex,5,2,31100,"925 MAGNOLIA AVE E
St Paul, MN
(44.973918, -93.061528)"
1100 MAGNOLIA AVE E,06/24/2011 12:00:00 AM,6,Single Family Residential,5,3,31600,"1100 MAGNOLIA AVE E
St Paul, MN
(44.973919, -93.054093)"
1201 MAGNOLIA AVE E,05/16/2014 12:00:00 AM,6,Single Family Residential,5,2,31100,"1201 MAGNOLIA AVE E
St Paul, MN
(44.973924, -93.049705)"
55 MANITOBA AVE,06/01/2007 12:00:00 AM,1,Duplex,6,2,31400,"55 MANITOBA AVE
St Paul, MN
(44.96836, -93.102197)"
96 MANITOBA AVE,01/21/2014 12:00:00 AM,1,Duplex,6,2,31400,"96 MANITOBA AVE
St Paul, MN
(44.968363, -93.104161)"
118 MANITOBA AVE,08/12/2014 12:00:00 AM,1,Duplex,6,2,31400,"118 MANITOBA AVE
St Paul, MN
(44.968364, -93.104952)"
2070 MANITOU AVE,07/13/2012 12:00:00 AM,7,Single Family Residential,2,2,31802,"2070 MANITOU AVE
St Paul, MN
(44.968383, -93.01411)"
966 MANVEL ST,02/10/2014 12:00:00 AM,4,Duplex,12,2,31900,"966 MANVEL ST
St Paul, MN
(44.971201, -93.197653)"
1004 MANVEL ST,07/28/2014 12:00:00 AM,4,Single Family Residential,12,2,31900,"1004 MANVEL ST
St Paul, MN
(44.971784, -93.198897)"
288 MAPLE ST,05/22/2014 12:00:00 AM,7,Single Family Residential,4,2,34500,"288 MAPLE ST
St Paul, MN
(44.956218, -93.066481)"
364 MAPLE ST,12/24/2008 12:00:00 AM,7,Single Family Residential,4,2,34500,"364 MAPLE ST
St Paul, MN
(44.95818, -93.068616)"
735 MARGARET ST,04/23/2010 12:00:00 AM,7,Multi-family Residential,4,2,33100,"735 MARGARET ST
St Paul, MN
(44.961212, -93.069739)"
860 MARGARET ST,07/27/2011 12:00:00 AM,7,Single Family Residential,4,2,33100,"860 MARGARET ST
St Paul, MN
(44.961242, -93.064324)"
880 MARGARET ST,01/11/2011 12:00:00 AM,7,Duplex,4,2,33100,"880 MARGARET ST
St Paul, MN
(44.961244, -93.063324)"
923 MARGARET ST,09/11/2009 12:00:00 AM,7,Single Family Residential,4,2,33100,"923 MARGARET ST
St Paul, MN
(44.96125, -93.061612)"
1086 MARGARET ST,07/01/2014 12:00:00 AM,7,Single Family Residential,4,2,34601,"1086 MARGARET ST
St Paul, MN
(44.961257, -93.054481)"
1191 MARGARET ST,05/12/2011 12:00:00 AM,7,Single Family Residential,4,2,34601,"1191 MARGARET ST
St Paul, MN
(44.961255, -93.050116)"
1202 MARGARET ST,09/17/2014 12:00:00 AM,7,Single Family Residential,4,2,34601,"1202 MARGARET ST
St Paul, MN
(44.961256, -93.049881)"
1444 MARGARET ST,08/27/2014 12:00:00 AM,7,Single Family Residential,1,2,34602,"1444 MARGARET ST
St Paul, MN
(44.961307, -93.039387)"
1569 MARGARET ST,06/18/2013 12:00:00 AM,7,Single Family Residential,1,1,34602,"1569 MARGARET ST
St Paul, MN
(44.9613, -93.034217)"
1736 MARGARET ST,05/21/2014 12:00:00 AM,7,Single Family Residential,1,2,34701,"1736 MARGARET ST
St Paul, MN
(44.961285, -93.027092)"
134 MARIA AVE,10/30/2014 12:00:00 AM,7,Duplex,4,2,34400,"134 MARIA AVE
St Paul, MN
(44.949858, -93.064715)"
255 MARIA AVE,11/08/2010 12:00:00 AM,7,Multi-family Residential,4,2,34400,"255 MARIA AVE
St Paul, MN
(44.953516, -93.068832)"
258 MARIA AVE,07/30/2010 12:00:00 AM,7,Duplex,4,2,34400,"258 MARIA AVE
St Paul, MN
(44.953585, -93.068906)"
358 MARIA AVE,05/07/2008 12:00:00 AM,7,Duplex,4,2,34400,"358 MARIA AVE
St Paul, MN
(44.956397, -93.071951)"
841 MARION ST,11/26/2014 12:00:00 AM,1,Duplex,6,2,31300,"841 MARION ST
St Paul, MN
(44.966759, -93.109742)"
864 MARION ST,05/14/2010 12:00:00 AM,1,Duplex,6,2,31300,"864 MARION ST
St Paul, MN
(44.967307, -93.109747)"
707 MARSHALL AVE,11/20/2014 12:00:00 AM,1,Duplex,8,2,33900,"707 MARSHALL AVE
St Paul, MN
(44.948529, -93.129973)"
936 MARSHALL AVE,04/28/2010 12:00:00 AM,1,Single Family Residential,8,2,33800,"936 MARSHALL AVE
St Paul, MN
(44.94854, -93.13974)"
1004 MARSHALL AVE,08/22/2013 12:00:00 AM,1,Duplex,8,2,33800,"1004 MARSHALL AVE
St Paul, MN
(44.94855, -93.14258)"
1509 MARSHALL AVE,10/20/2014 12:00:00 AM,1,Commercial,13,2,33400,"1509 MARSHALL AVE
St Paul, MN
(44.948489, -93.163885)"
1642 MARSHALL AVE,06/05/2014 12:00:00 AM,4,Single Family Residential,13,2,33400,"1642 MARSHALL AVE
St Paul, MN
(44.948446, -93.169785)"
307 MARYLAND AVE W,08/08/2008 12:00:00 AM,5,Single Family Residential,6,2,30800,"307 MARYLAND AVE W
St Paul, MN
(44.977386, -93.11306)"
314 MARYLAND AVE W,03/05/2015 12:00:00 AM,5,Single Family Residential,6,2,30800,"314 MARYLAND AVE W
St Paul, MN
(44.977386, -93.113216)"
478 MARYLAND AVE W,11/22/2013 12:00:00 AM,5,Single Family Residential,6,2,30800,"478 MARYLAND AVE W
St Paul, MN
(44.977377, -93.120333)"
561 MARYLAND AVE E,10/10/2012 12:00:00 AM,5,Single Family Residential,5,2,30900,"561 MARYLAND AVE E
St Paul, MN
(44.977424, -93.076766)"
653 MARYLAND AVE W,04/23/2015 12:00:00 AM,5,Single Family Residential,10,2,30300,"653 MARYLAND AVE W
St Paul, MN
(44.977379, -93.127847)"
659 MARYLAND AVE W,04/29/2013 12:00:00 AM,5,Single Family Residential,10,2,30300,"659 MARYLAND AVE W
St Paul, MN
(44.97738, -93.128091)"
700 MARYLAND AVE E,05/17/2011 12:00:00 AM,6,Commercial,5,2,31000,"700 MARYLAND AVE E
St Paul, MN
(44.977486, -93.070816)"
952 MARYLAND AVE E,08/21/2014 12:00:00 AM,6,Single Family Residential,5,2,31100,"952 MARYLAND AVE E
St Paul, MN
(44.977538, -93.060214)"
962 MARYLAND AVE E,12/30/2014 12:00:00 AM,6,Single Family Residential,5,1,31100,"962 MARYLAND AVE E
St Paul, MN
(44.977538, -93.059905)"
966 MARYLAND AVE E,05/20/2014 12:00:00 AM,6,Single Family Residential,5,3,31100,"966 MARYLAND AVE E
St Paul, MN
(44.977539, -93.059744)"
1183 MARYLAND AVE E,03/19/2015 12:00:00 AM,6,Single Family Residential,5,1,31100,"1183 MARYLAND AVE E
St Paul, MN
(44.977552, -93.050347)"
1738 MARYLAND AVE E,12/04/2013 12:00:00 AM,6,Single Family Residential,2,2,31801,"1738 MARYLAND AVE E
St Paul, MN
(44.977514, -93.026977)"
1761 MARYLAND AVE E,07/07/2014 12:00:00 AM,6,Single Family Residential,2,1,30704,"1761 MARYLAND AVE E
St Paul, MN
(44.977514, -93.0261)"
1867 MARYLAND AVE E,04/07/2015 12:00:00 AM,6,Duplex,2,2,30702,"1867 MARYLAND AVE E
St Paul, MN
(44.977506, -93.021474)"
1881 MARYLAND AVE E,04/30/2013 12:00:00 AM,6,Single Family Residential,2,1,30702,"1881 MARYLAND AVE E
St Paul, MN
(44.977504, -93.02101)"
1094 MATILDA ST,05/30/2012 12:00:00 AM,5,Single Family Residential,6,2,30800,"1094 MATILDA ST
St Paul, MN
(44.974185, -93.112262)"
1497 MATILDA ST,12/11/2014 12:00:00 AM,5,Single Family Residential,6,3,30400,"1497 MATILDA ST
St Paul, MN
(44.986183, -93.112285)"
1317 MCAFEE ST,03/06/2015 12:00:00 AM,6,Single Family Residential,2,1,30704,"1317 MCAFEE ST
St Paul, MN
(44.981051, -93.044398)"
1339 MCAFEE ST,01/12/2015 12:00:00 AM,6,Single Family Residential,2,2,30704,"1339 MCAFEE ST
St Paul, MN
(44.981662, -93.044401)"
1440 MCAFEE ST,06/20/2014 12:00:00 AM,6,Single Family Residential,2,2,30704,"1440 MCAFEE ST
St Paul, MN
(44.984589, -93.044316)"
1592 MCAFEE ST,07/18/2014 12:00:00 AM,6,Single Family Residential,2,2,30703,"1592 MCAFEE ST
St Paul, MN
(44.989376, -93.044291)"
123 MCKNIGHT ROAD N UNIT M,10/31/2014 12:00:00 AM,7,Multi-family Residential,1,2,37402,"123 MCKNIGHT ROAD N UNIT M
St Paul, MN
(44.945864, -93.004958)"
950 MCLEAN AVE,06/17/2014 12:00:00 AM,7,Single Family Residential,4,2,34500,"950 MCLEAN AVE
St Paul, MN
(44.950405, -93.060194)"
1414 MECHANIC AVE,01/21/2015 12:00:00 AM,6,Single Family Residential,2,1,31702,"1414 MECHANIC AVE
St Paul, MN
(44.972535, -93.042027)"
957 MENDOTA ST,01/19/2010 12:00:00 AM,6,Single Family Residential,5,2,31600,"957 MENDOTA ST
St Paul, MN
(44.970068, -93.063411)"
365 MICHIGAN ST,07/12/1995 12:00:00 AM,2,Single Family Residential,9,2,36000,"365 MICHIGAN ST
St Paul, MN
(44.934743, -93.115279)"
395 MICHIGAN ST,05/15/1996 12:00:00 AM,2,Single Family Residential,9,3,36900,"395 MICHIGAN ST
St Paul, MN
(44.935039, -93.116704)"
422 MICHIGAN ST,10/04/2013 12:00:00 AM,2,Single Family Residential,9,2,36900,"422 MICHIGAN ST
St Paul, MN
(44.93504, -93.117761)"
454 MICHIGAN ST,06/11/2014 12:00:00 AM,2,Single Family Residential,9,2,36900,"454 MICHIGAN ST
St Paul, MN
(44.935044, -93.119111)"
568 MICHIGAN ST,10/10/2013 12:00:00 AM,2,Single Family Residential,9,2,36900,"568 MICHIGAN ST
St Paul, MN
(44.935027, -93.123764)"
1554 MIDWAY PKWY,08/07/2012 12:00:00 AM,4,Commercial,10,2,30201,"1554 MIDWAY PKWY
St Paul, MN
(44.980714, -93.165662)"
41 MILLER CREST LANE,09/24/2010 12:00:00 AM,7,Single Family Residential,1,2,37402,"41 MILLER CREST LANE
St Paul, MN
(44.943386, -93.029691)"
530 MINNEHAHA AVE E,12/24/2013 12:00:00 AM,5,Single Family Residential,5,2,33000,"530 MINNEHAHA AVE E
St Paul, MN
(44.962969, -93.078224)"
544 MINNEHAHA AVE W,08/12/2011 12:00:00 AM,1,Single Family Residential,7,2,32600,"544 MINNEHAHA AVE W
St Paul, MN
(44.962954, -93.123144)"
550 MINNEHAHA AVE W,11/20/2012 12:00:00 AM,1,Single Family Residential,7,2,32600,"550 MINNEHAHA AVE W
St Paul, MN
(44.962953, -93.123287)"
680 MINNEHAHA AVE E,07/21/2005 12:00:00 AM,7,Multi-family Residential,4,2,33100,"680 MINNEHAHA AVE E
St Paul, MN
(44.963011, -93.071831)"
685 MINNEHAHA AVE E,08/11/2010 12:00:00 AM,6,Commercial,4,1,31500,"685 MINNEHAHA AVE E
St Paul, MN
(44.963011, -93.071858)"
706 MINNEHAHA AVE W,06/14/2013 12:00:00 AM,1,Single Family Residential,7,2,32400,"706 MINNEHAHA AVE W
St Paul, MN
(44.962947, -93.130016)"
774 MINNEHAHA AVE W,06/29/2011 12:00:00 AM,1,Single Family Residential,7,2,32400,"774 MINNEHAHA AVE W
St Paul, MN
(44.962949, -93.132864)"
1022 MINNEHAHA AVE W,12/12/2003 12:00:00 AM,1,Single Family Residential,7,3,32400,"1022 MINNEHAHA AVE W
St Paul, MN
(44.962991, -93.143333)"
1031 MINNEHAHA AVE E,12/10/2010 12:00:00 AM,7,Single Family Residential,4,2,31701,"1031 MINNEHAHA AVE E
St Paul, MN
(44.963035, -93.057056)"
1086 MINNEHAHA AVE E,05/05/2015 12:00:00 AM,7,Duplex,4,1,31701,"1086 MINNEHAHA AVE E
St Paul, MN
(44.963038, -93.054771)"
1136 MINNEHAHA AVE E,04/22/2008 12:00:00 AM,7,Duplex,4,2,34601,"1136 MINNEHAHA AVE E
St Paul, MN
(44.963059, -93.052508)"
1143 MINNEHAHA AVE W,05/15/2012 12:00:00 AM,4,Single Family Residential,11,2,32300,"1143 MINNEHAHA AVE W
St Paul, MN
(44.963009, -93.148339)"
1144 MINNEHAHA AVE E,06/17/2011 12:00:00 AM,7,Single Family Residential,4,2,34601,"1144 MINNEHAHA AVE E
St Paul, MN
(44.963062, -93.052274)"
1160 MINNEHAHA AVE E,01/04/2013 12:00:00 AM,7,Single Family Residential,4,2,34601,"1160 MINNEHAHA AVE E
St Paul, MN
(44.963068, -93.051561)"
1164 MINNEHAHA AVE W,10/22/2012 12:00:00 AM,4,Single Family Residential,11,3,32300,"1164 MINNEHAHA AVE W
St Paul, MN
(44.963, -93.149506)"
1164 MINNEHAHA AVE E,11/06/2014 12:00:00 AM,7,Duplex,4,1,34601,"1164 MINNEHAHA AVE E
St Paul, MN
(44.96307, -93.051363)"
1214 MINNEHAHA AVE E,05/13/2015 12:00:00 AM,7,Duplex,4,2,34601,"1214 MINNEHAHA AVE E
St Paul, MN
(44.963083, -93.049323)"
1474 MINNEHAHA AVE W,01/22/2015 12:00:00 AM,4,Single Family Residential,11,2,32200,"1474 MINNEHAHA AVE W
St Paul, MN
(44.962877, -93.162745)"
1549 MINNEHAHA AVE W,05/06/2015 12:00:00 AM,4,Duplex,11,2,32100,"1549 MINNEHAHA AVE W
St Paul, MN
(44.962886, -93.165842)"
2019 MINNEHAHA AVE E,10/30/2013 12:00:00 AM,7,Commercial,2,2,31802,"2019 MINNEHAHA AVE E
St Paul, MN
(44.963059, -93.014958)"
2216 MINNEHAHA AVE E,05/23/2014 12:00:00 AM,7,Single Family Residential,1,2,34702,"2216 MINNEHAHA AVE E
St Paul, MN
(44.963045, -93.007055)"
2038 MOHAWK AVE,02/07/2013 12:00:00 AM,7,Single Family Residential,2,2,31802,"2038 MOHAWK AVE
St Paul, MN
(44.967294, -93.015604)"
2117 MOHAWK AVE,05/27/2010 12:00:00 AM,7,Single Family Residential,2,1,31802,"2117 MOHAWK AVE
St Paul, MN
(44.967979, -93.01332)"
1609 MONTANA AVE E,09/17/2014 12:00:00 AM,6,Single Family Residential,2,2,30703,"1609 MONTANA AVE E
St Paul, MN
(44.987453, -93.032483)"
1823 MONTANA AVE E,10/31/2014 12:00:00 AM,6,Single Family Residential,2,2,30702,"1823 MONTANA AVE E
St Paul, MN
(44.987433, -93.023206)"
1832 MONTANA AVE E,08/29/2014 12:00:00 AM,6,Single Family Residential,2,1,30702,"1832 MONTANA AVE E
St Paul, MN
(44.987433, -93.022903)"
1973 MONTANA AVE E,06/09/2009 12:00:00 AM,6,Single Family Residential,2,1,30702,"1973 MONTANA AVE E
St Paul, MN
(44.987415, -93.016994)"
1681 MONTREAL AVE,12/11/2013 12:00:00 AM,3,Single Family Residential,15,2,37500,"1681 MONTREAL AVE
St Paul, MN
(44.912528, -93.171168)"
2048 MORGAN AVE,09/03/2014 12:00:00 AM,3,Single Family Residential,15,1,37601,"2048 MORGAN AVE
St Paul, MN
(44.904467, -93.186765)"
215 MORTON ST E,05/31/2013 12:00:00 AM,2,Single Family Residential,3,2,37200,"215 MORTON ST E
St Paul, MN
(44.925768, -93.076413)"
250 MORTON ST E,09/16/2014 12:00:00 AM,2,Single Family Residential,3,2,37200,"250 MORTON ST E
St Paul, MN
(44.925764, -93.075163)"
445 MOUNT IDA ST,06/26/2014 12:00:00 AM,5,Single Family Residential,5,2,33000,"445 MOUNT IDA ST
St Paul, MN
(44.96224, -93.081701)"
1616 NEBRASKA AVE E,07/07/2014 12:00:00 AM,6,Single Family Residential,2,2,30703,"1616 NEBRASKA AVE E
St Paul, MN
(44.986546, -93.032105)"
1871 NEBRASKA AVE E,01/22/2015 12:00:00 AM,6,Single Family Residential,2,2,30702,"1871 NEBRASKA AVE E
St Paul, MN
(44.98653, -93.021377)"
1976 NEBRASKA AVE E,06/08/2012 12:00:00 AM,6,Single Family Residential,2,2,30702,"1976 NEBRASKA AVE E
St Paul, MN
(44.986517, -93.016919)"
1678 NILES AVE,07/03/2013 12:00:00 AM,3,Single Family Residential,15,2,36400,"1678 NILES AVE
St Paul, MN
(44.925186, -93.171231)"
1950 NOKOMIS AVE,06/28/2011 12:00:00 AM,7,Single Family Residential,2,2,31802,"1950 NOKOMIS AVE
St Paul, MN
(44.965607, -93.017924)"
2004 NOKOMIS AVE,09/14/2012 12:00:00 AM,7,Single Family Residential,2,2,31802,"2004 NOKOMIS AVE
St Paul, MN
(44.966021, -93.016258)"
2037 NOKOMIS AVE,10/22/2014 12:00:00 AM,7,Single Family Residential,2,2,31802,"2037 NOKOMIS AVE
St Paul, MN
(44.966325, -93.014942)"
1784 NORFOLK AVE,09/24/2013 12:00:00 AM,3,Single Family Residential,15,2,37602,"1784 NORFOLK AVE
St Paul, MN
(44.898083, -93.175798)"
1129 NORTON ST,09/25/2014 12:00:00 AM,5,Single Family Residential,6,2,30800,"1129 NORTON ST
St Paul, MN
(44.975281, -93.12001)"
1161 NORTON ST,07/05/2011 12:00:00 AM,5,Duplex,6,2,30800,"1161 NORTON ST
St Paul, MN
(44.976208, -93.120009)"
2137 NORTONIA AVE,10/02/2009 12:00:00 AM,7,Single Family Residential,2,2,31802,"2137 NORTONIA AVE
St Paul, MN
(44.967329, -93.011216)"
276 NUGENT ST,01/30/2007 12:00:00 AM,2,Duplex,9,3,36900,"276 NUGENT ST
St Paul, MN
(44.93293, -93.116951)"
205 OAK GROVE PLACE,07/12/2013 12:00:00 AM,2,Single Family Residential,16,2,35300,"205 OAK GROVE PLACE
St Paul, MN
(44.935276, -93.147881)"
650 OAKDALE AVE,12/05/2014 12:00:00 AM,2,Multi-family Residential,3,2,37200,"650 OAKDALE AVE
St Paul, MN
(44.926808, -93.078338)"
664 OAKDALE AVE,08/29/2013 12:00:00 AM,2,Duplex,3,2,37200,"664 OAKDALE AVE
St Paul, MN
(44.926244, -93.078224)"
847 OAKDALE AVE,04/11/2012 12:00:00 AM,2,Single Family Residential,3,2,37200,"847 OAKDALE AVE
St Paul, MN
(44.920704, -93.076606)"
541 OHIO ST,10/19/2012 12:00:00 AM,2,Commercial,3,2,37000,"541 OHIO ST
St Paul, MN
(44.929408, -93.097736)"
667 OHIO ST,05/26/2006 12:00:00 AM,2,Single Family Residential,3,2,37000,"667 OHIO ST
St Paul, MN
(44.925911, -93.097692)"
674 ORANGE AVE E,07/02/2014 12:00:00 AM,6,Duplex,5,1,31000,"674 ORANGE AVE E
St Paul, MN
(44.979266, -93.072124)"
718 ORANGE AVE E,03/19/2009 12:00:00 AM,6,Single Family Residential,5,2,31000,"718 ORANGE AVE E
St Paul, MN
(44.979283, -93.070219)"
737 ORANGE AVE E,03/17/2015 12:00:00 AM,6,Single Family Residential,5,1,31000,"737 ORANGE AVE E
St Paul, MN
(44.979293, -93.069575)"
1289 OSCEOLA AVE,01/05/2015 12:00:00 AM,3,Single Family Residential,14,2,35300,"1289 OSCEOLA AVE
St Paul, MN
(44.935758, -93.154778)"
804 OTTAWA AVE,10/24/2014 12:00:00 AM,2,Single Family Residential,3,2,37000,"804 OTTAWA AVE
St Paul, MN
(44.921875, -93.103217)"
1006 OTTO AVE,04/21/2015 12:00:00 AM,2,Single Family Residential,9,1,36700,"1006 OTTO AVE
St Paul, MN
(44.919657, -93.142634)"
395 OXFORD ST N,06/12/2012 12:00:00 AM,1,Single Family Residential,8,2,33500,"395 OXFORD ST N
St Paul, MN
(44.953344, -93.144082)"
1104 OXFORD ST N,07/29/2014 12:00:00 AM,5,Single Family Residential,10,2,30300,"1104 OXFORD ST N
St Paul, MN
(44.974551, -93.144065)"
1072 PACIFIC ST,11/14/2014 12:00:00 AM,7,Single Family Residential,4,2,34601,"1072 PACIFIC ST
St Paul, MN
(44.951305, -93.055061)"
1214 PACIFIC ST,02/17/2015 12:00:00 AM,7,Single Family Residential,4,2,34601,"1214 PACIFIC ST
St Paul, MN
(44.951312, -93.049295)"
1310 PACIFIC ST,07/16/2010 12:00:00 AM,7,Single Family Residential,4,2,34601,"1310 PACIFIC ST
St Paul, MN
(44.951373, -93.045017)"
1483 PACIFIC ST,08/28/2014 12:00:00 AM,7,Single Family Residential,1,2,34602,"1483 PACIFIC ST
St Paul, MN
(44.951369, -93.037803)"
255 PAGE ST E,05/13/2015 12:00:00 AM,2,Single Family Residential,3,1,37200,"255 PAGE ST E
St Paul, MN
(44.92487, -93.075082)"
351 PAGE ST E,01/09/2012 12:00:00 AM,2,Single Family Residential,3,2,37200,"351 PAGE ST E
St Paul, MN
(44.924845, -93.070637)"
575 PARK ST,11/13/2007 12:00:00 AM,1,Single Family Residential,7,2,42800,"575 PARK ST
St Paul, MN
(44.958745, -93.103749)"
595 PARK ST,11/21/2008 12:00:00 AM,1,Duplex,7,2,42800,"595 PARK ST
St Paul, MN
(44.959308, -93.10375)"
884 PARK ST,12/21/2007 12:00:00 AM,1,Duplex,6,2,31400,"884 PARK ST
St Paul, MN
(44.96802, -93.103834)"
920 PARK ST,03/04/2014 12:00:00 AM,1,Single Family Residential,6,2,31400,"920 PARK ST
St Paul, MN
(44.969046, -93.103836)"
1575 PARK ST,05/06/2015 12:00:00 AM,5,Single Family Residential,6,2,30500,"1575 PARK ST
St Paul, MN
(45.123083, -93.167166)"
778 PASCAL ST N,11/06/2014 12:00:00 AM,4,Single Family Residential,11,2,32200,"778 PASCAL ST N
St Paul, MN
(44.964574, -93.162193)"
874 PASCAL ST N,03/26/2014 12:00:00 AM,4,Single Family Residential,11,2,32200,"874 PASCAL ST N
St Paul, MN
(44.967379, -93.162171)"
719 PAYNE AVE,04/05/2012 12:00:00 AM,6,Commercial,5,2,33000,"719 PAYNE AVE
St Paul, MN
(44.96261, -93.074072)"
871 PAYNE AVE,12/03/2010 12:00:00 AM,6,Commercial,5,1,31500,"871 PAYNE AVE
St Paul, MN
(44.967679, -93.073551)"
967 PAYNE AVE,12/03/2010 12:00:00 AM,6,Commercial,5,1,31000,"967 PAYNE AVE
St Paul, MN
(44.970557, -93.073542)"
999 PAYNE AVE,08/13/2014 12:00:00 AM,6,Commercial,5,2,31000,"999 PAYNE AVE
St Paul, MN
(44.971455, -93.073529)"
1131 PAYNE AVE,09/07/2010 12:00:00 AM,6,Duplex,5,1,31000,"1131 PAYNE AVE
St Paul, MN
(44.975326, -93.073513)"
677 PIERCE BUTLER ROUTE,01/23/2014 12:00:00 AM,1,Commercial,7,2,32400,"677 PIERCE BUTLER ROUTE
St Paul, MN
(44.964701, -93.128587)"
741 PIERCE BUTLER ROUTE,09/05/2012 12:00:00 AM,1,Duplex,7,2,32400,"741 PIERCE BUTLER ROUTE
St Paul, MN
(44.964713, -93.131601)"
743 PIERCE BUTLER ROUTE,02/01/2011 12:00:00 AM,1,Single Family Residential,7,2,32400,"743 PIERCE BUTLER ROUTE
St Paul, MN
(44.964713, -93.131714)"
2034 PINEHURST AVE,12/17/2014 12:00:00 AM,3,Single Family Residential,15,1,37500,"2034 PINEHURST AVE
St Paul, MN
(44.918884, -93.18621)"
1106 PLEASANT AVE,05/15/2015 12:00:00 AM,2,Single Family Residential,9,2,36700,"1106 PLEASANT AVE
St Paul, MN
(44.92965, -93.140528)"
723 PLUM ST,11/04/2014 12:00:00 AM,7,Single Family Residential,4,2,34400,"723 PLUM ST
St Paul, MN
(44.952845, -93.064329)"
737 PLUM ST,04/12/2010 12:00:00 AM,7,Single Family Residential,4,2,34400,"737 PLUM ST
St Paul, MN
(44.953116, -93.063839)"
253 POINT DOUGLAS ROAD N,02/26/2015 12:00:00 AM,7,Single Family Residential,4,2,34601,"253 POINT DOUGLAS ROAD N
St Paul, MN
(44.94969, -93.044521)"
254 POINT DOUGLAS ROAD N,06/06/2012 12:00:00 AM,7,Single Family Residential,4,2,34601,"254 POINT DOUGLAS ROAD N
St Paul, MN
(44.949831, -93.044751)"
278 POINT DOUGLAS ROAD N,01/23/2015 12:00:00 AM,7,Single Family Residential,4,2,34601,"278 POINT DOUGLAS ROAD N
St Paul, MN
(44.950173, -93.045932)"
558 POINT DOUGLAS ROAD S,07/26/2013 12:00:00 AM,7,Single Family Residential,1,2,37403,"558 POINT DOUGLAS ROAD S
St Paul, MN
(44.924166, -93.018165)"
572 POINT DOUGLAS ROAD S,10/30/2013 12:00:00 AM,7,Single Family Residential,1,2,37403,"572 POINT DOUGLAS ROAD S
St Paul, MN
(44.923975, -93.018048)"
766 POINT DOUGLAS ROAD S,02/09/2012 12:00:00 AM,7,Single Family Residential,1,2,37403,"766 POINT DOUGLAS ROAD S
St Paul, MN
(44.918177, -93.015355)"
1264 POINT DOUGLAS ROAD S,04/15/2014 12:00:00 AM,7,Single Family Residential,1,2,37403,"1264 POINT DOUGLAS ROAD S
St Paul, MN
(44.903555, -93.010576)"
1934 PORTLAND AVE,02/28/2014 12:00:00 AM,4,Single Family Residential,13,2,35000,"1934 PORTLAND AVE
St Paul, MN
(44.94293, -93.182058)"
719 PREBLE ST,10/20/2011 12:00:00 AM,6,Single Family Residential,5,2,33000,"719 PREBLE ST
St Paul, MN
(44.962849, -93.075122)"
1904 PRINCETON AVE,07/12/2007 12:00:00 AM,3,Single Family Residential,14,2,35100,"1904 PRINCETON AVE
St Paul, MN
(44.936085, -93.180777)"
1730 RACE ST,04/03/2015 12:00:00 AM,3,Single Family Residential,15,1,36700,"1730 RACE ST
St Paul, MN
(44.915416, -93.147193)"
380 RANDOLPH AVE,11/21/2006 12:00:00 AM,2,Commercial,9,2,36000,"380 RANDOLPH AVE
St Paul, MN
(44.927887, -93.115798)"
1087 RANDOLPH AVE,04/12/2008 12:00:00 AM,3,Duplex,14,2,36600,"1087 RANDOLPH AVE
St Paul, MN
(44.926932, -93.146087)"
594 REANEY AVE,08/06/2009 12:00:00 AM,6,Duplex,5,2,31500,"594 REANEY AVE
St Paul, MN
(44.963899, -93.074395)"
626 REANEY AVE,01/20/2012 12:00:00 AM,6,Single Family Residential,5,2,31500,"626 REANEY AVE
St Paul, MN
(44.9639, -93.074214)"
1031 REANEY AVE,02/10/2011 12:00:00 AM,7,Single Family Residential,4,2,31701,"1031 REANEY AVE
St Paul, MN
(44.963992, -93.057176)"
1033 REANEY AVE,03/08/2013 12:00:00 AM,7,Duplex,4,1,31701,"1033 REANEY AVE
St Paul, MN
(44.963994, -93.056996)"
1094 REANEY AVE,03/12/2013 12:00:00 AM,7,Single Family Residential,4,2,31701,"1094 REANEY AVE
St Paul, MN
(44.964001, -93.054298)"
1150 REANEY AVE,07/13/2012 12:00:00 AM,7,Single Family Residential,4,2,31701,"1150 REANEY AVE
St Paul, MN
(44.963999, -93.052025)"
1176 REANEY AVE,08/01/2011 12:00:00 AM,7,Duplex,4,2,31701,"1176 REANEY AVE
St Paul, MN
(44.963999, -93.050953)"
1196 REANEY AVE,05/21/2012 12:00:00 AM,7,Single Family Residential,4,2,31701,"1196 REANEY AVE
St Paul, MN
(44.964005, -93.049928)"
1233 REANEY AVE,09/13/2013 12:00:00 AM,7,Single Family Residential,4,2,31701,"1233 REANEY AVE
St Paul, MN
(44.964016, -93.048544)"
